Business Name,Address,Place ID,Category Query,City
Oak Park,"3901 Ingersoll Ave, Des Moines, IA 50312, United States",ChIJv1EAvPuf7ocReZVklqg8TKM,restaurant,"Des Moines, IA"
Bubba,"200 10th St, Des Moines, IA 50309, United States",ChIJkQgLgAKZ7ocRHfPRQ6QgIXQ,restaurant,"Des Moines, IA"
Proudfoot & Bird,"1000 Walnut St, Des Moines, IA 50309, United States",ChIJPW7PZlKZ7ocRB9-j0BUCJn8,restaurant,"Des Moines, IA"
The Royal Mile,"210 4th St, Des Moines, IA 50309, United States",ChIJUe5WCwCZ7ocRWPnJ_5yw2x8,restaurant,"Des Moines, IA"
The Breakfast Club,"212 E 3rd St Ste B, Des Moines, IA 50309, United States",ChIJV8WIri6Z7ocRLx9XTwD6Rt0,restaurant,"Des Moines, IA"
RoCA,"208 Court Ave, Des Moines, IA 50309, United States",ChIJrxRe2aqZ7ocRjqnGrMKqnzQ,restaurant,"Des Moines, IA"
The Stuffed Olive Des Moines,"216 Court Ave Suite 100, Des Moines, IA 50309, United States",ChIJMR0slKqZ7ocRAx-GKXOo8OM,restaurant,"Des Moines, IA"
801 Chophouse,"801 Grand Ave STE 200, Des Moines, IA 50309, United States",ChIJJXiBuwOZ7ocRykc9CgIyY3k,restaurant,"Des Moines, IA"
Christopher's,"2816 Beaver Ave, Des Moines, IA 50310, United States",ChIJ35aFvqee7ocRutYwNdLpAto,restaurant,"Des Moines, IA"
Mulberry Street Tavern,"206 6th Ave, Des Moines, IA 50309, United States",ChIJVVWVywGZ7ocRr-uEnMVM8MU,restaurant,"Des Moines, IA"
The Iowa Taproom,"215 E 3rd St #100, Des Moines, IA 50309, United States",ChIJub2Coq2Z7ocRzg0GEXB3v2I,restaurant,"Des Moines, IA"
Tupelo Honey Southern Kitchen & Bar,"665 Grand Ave Ste 100, Des Moines, IA 50309, United States",ChIJwZoZZnSZ7ocR26dauq68Uj4,restaurant,"Des Moines, IA"
Centro,"1003 Locust St, Des Moines, IA 50309, United States",ChIJezgr5AKZ7ocRBMpH-RagbwY,restaurant,"Des Moines, IA"
Hessen Haus,"101 SW 4th St, Des Moines, IA 50309, United States",ChIJ1_LzSVWY7ocRE-mNuLb_NxU,restaurant,"Des Moines, IA"
Table 128,"220 SW 9th St #120, Des Moines, IA 50309, United States",ChIJNyNTJQCZ7ocRNzmXOoqcvrA,restaurant,"Des Moines, IA"
Django,"1420 Locust St, Des Moines, IA 50309, United States",ChIJTSqcfwKZ7ocRq6eJuKn0Iow,restaurant,"Des Moines, IA"
Chicago Speakeasy,"1520 Euclid Ave, Des Moines, IA 50313, United States",ChIJgwhmk96b7ocRwCWdXCkBzuc,restaurant,"Des Moines, IA"
Firebirds Wood Fired Grill,"440 S 68th St, West Des Moines, IA 50266, United States",ChIJT7TbVbkh7IcRsazXDq9VKOE,restaurant,"Des Moines, IA"
Either/Or,"6222 Grand Ave, Des Moines, IA 50312, United States",ChIJQZR0Zxqf7ocRapr3zOTwfhw,restaurant,"Des Moines, IA"
Americana,"1312 Locust St, Des Moines, IA 50309, United States",ChIJM0U3dx2Z7ocRnRGFKeQWdkk,restaurant,"Des Moines, IA"
Cooper's on 5th,"227 5th St, West Des Moines, IA 50265, United States",ChIJw8P1T6-f7ocRXHYZbHoVhnw,restaurant,"West Des Moines, IA"
Firebirds Wood Fired Grill,"440 S 68th St, West Des Moines, IA 50266, United States",ChIJT7TbVbkh7IcRsazXDq9VKOE,restaurant,"West Des Moines, IA"
Fire Creek,"800 S 50th St STE 110, West Des Moines, IA 50265, United States",ChIJb0go_zgg7IcROwvEH-Wpyrg,restaurant,"West Des Moines, IA"
Guesthouse Tavern + Oyster,"9500 University Ave Suite 1118, West Des Moines, IA 50266, United States",ChIJhZrAldEj7IcRxAJZa7NCQJI,restaurant,"West Des Moines, IA"
Biaggi's Ristorante Italiano,"5990 University Ave, West Des Moines, IA 50266, United States",ChIJO9jA7iIh7IcRAlXSI_Zfpok,restaurant,"West Des Moines, IA"
Prime and Providence,"595 S 60th St, West Des Moines, IA 50266, United States",ChIJtRT4eAAh7IcRn_OX-eWqyG8,restaurant,"West Des Moines, IA"
Anna Dolce Ristorante,"5585 Mills Civic Pkwy STE 110, West Des Moines, IA 50266, United States",ChIJdZBA5CEh7IcRnfHpSYRJ7xI,restaurant,"West Des Moines, IA"
Eggs and Jam,"1907 EP True Pkwy Suite 102, West Des Moines, IA 50265, United States",ChIJ5bBZN9Cf7ocRUeR7wWxiKE8,restaurant,"West Des Moines, IA"
Ruth's Chris Steak House,"950 Jordan Creek Pkwy suite 1100, West Des Moines, IA 50266, United States",ChIJB505NkIh7IcRYmqmmhOm-Mo,restaurant,"West Des Moines, IA"
Shirley’s Bar & Grill,"9250 University Ave Suite 117, West Des Moines, IA 50266, United States",ChIJ_fEsfqYj7IcR-GnH6z2AWp0,restaurant,"West Des Moines, IA"
Early Bird West Des Moines,"9250 University Ave Unit 107, West Des Moines, IA 50266, United States",ChIJEwTN29kj7IcRA2CbjXNVwN0,restaurant,"West Des Moines, IA"
The Breakfast Club,"5525 Mills Civic Pkwy #100, West Des Moines, IA 50266, United States",ChIJeeOnUzsh7IcRZsRdQymQrr4,restaurant,"West Des Moines, IA"
Mi Patria Ecuadorian Restaurant,"1410 22nd St, West Des Moines, IA 50266, United States",ChIJdX0fpCWe7ocRtj9Oq2_Ckvs,restaurant,"West Des Moines, IA"
Gilroy's Kitchen + Pub + Patio,"1238 8th St, West Des Moines, IA 50265, United States",ChIJQSeSNk6e7ocR1M7TbeIvZFg,restaurant,"West Des Moines, IA"
Waterfront Seafood Market,"2900 University Ave, West Des Moines, IA 50266, United States",ChIJNzLC4J8g7IcRdQZu3xDGEnI,restaurant,"West Des Moines, IA"
Irina's Steak & Seafood,"650 S Prairie View Dr Suite 100, West Des Moines, IA 50266, United States",ChIJsSCcZNgh7IcRPQUtNpIyzIU,restaurant,"West Des Moines, IA"
Johnny's Italian Steakhouse,"6075 Mills Civic Pkwy, West Des Moines, IA 50266, United States",ChIJSbOPNrYh7IcRaYWpzUELDy4,restaurant,"West Des Moines, IA"
Bevy’s Tavern,"1300 50th St Suite 206, West Des Moines, IA 50266, United States",ChIJz3wJf8oh7IcR9Ganix9l7Io,restaurant,"West Des Moines, IA"
Brazil Terra Grill Steakhouse,"2800 University Ave Suite 405, West Des Moines, IA 50266, United States",ChIJHWNTwGef7ocRRhQ6qGQoKAg,restaurant,"West Des Moines, IA"
The Pelican Post Bar & Grille,"265 50th St, West Des Moines, IA 50265, United States",ChIJdffbBDwh7IcRMEOXTWJZODs,restaurant,"West Des Moines, IA"
The Breakfast Club,"1465 SW Park Square Dr, Ankeny, IA 50023, United States",ChIJSy-gS4CF7ocRhYb219i3K8k,restaurant,"Ankeny, IA"
Oceanside Grill,"1802 N Ankeny Blvd suite 100 B, Ankeny, IA 50023, United States",ChIJzRXe1xeF7ocRLTSuZixL2JM,restaurant,"Ankeny, IA"
Hokkaido Ramen House,"2732 SE Delaware Ave Suite 310, Ankeny, IA 50021, United States",ChIJ_-t4XACb7ocRGjCx0_seQ1E,restaurant,"Ankeny, IA"
Mullets - Uptown Ankeny,"617 SW 3rd St Suite 103, Ankeny, IA 50023, United States",ChIJdxfaMF-F7ocRKftqei8Q8XQ,restaurant,"Ankeny, IA"
Hawker's Kitchen,"1975 N Ankeny Blvd Suite 101, Ankeny, IA 50023, United States",ChIJ19oowtqF7ocRJYITEoOehDY,restaurant,"Ankeny, IA"
It's My Jam Cafe,"7015 NE 14th St, Ankeny, IA 50023, United States",ChIJxQNFSgCb7ocRwQu7lMU1ljU,restaurant,"Ankeny, IA"
Early Bird Ankeny,"1520 S Ankeny Blvd, Ankeny, IA 50023, United States",ChIJ2ShY2oGF7ocRn-kUVXcRrAA,restaurant,"Ankeny, IA"
TrailSide Tap,"710 SW 3rd St, Ankeny, IA 50023, United States",ChIJx0g32uWF7ocRzxI5TNKpC-c,restaurant,"Ankeny, IA"
Who's on 1st,"810 E 1st St, Ankeny, IA 50021, United States",ChIJO7BX5BuF7ocRoGmip8MUXDs,restaurant,"Ankeny, IA"
District 36 Wine Bar & Grille,"1375 SW Vintage Pkwy, Ankeny, IA 50023, United States",ChIJHQl_9iiF7ocRw2Z91IVn7z0,restaurant,"Ankeny, IA"
JJ’s Tavern + Grill,"1975 N Ankeny Blvd, Ankeny, IA 50023, United States",ChIJKU31RwmF7ocR_ejxNo0xk90,restaurant,"Ankeny, IA"
Bubbies BBQ,"1802 N Ankeny Blvd #101, Ankeny, IA 50023, United States",ChIJE3s4egCF7ocRfjG78Qlli1Y,restaurant,"Ankeny, IA"
Filet Steakhouse,"1802 N Ankeny Blvd Suite B & C, Ankeny, IA 50023, United States",ChIJJbNr0KeF7ocRGtzMuJ_KLF4,restaurant,"Ankeny, IA"
30hop,"1535 SW Market St Suite 100, Ankeny, IA 50023, United States",ChIJEyT7ZyqF7ocRe6lpbLuT5Og,restaurant,"Ankeny, IA"
Jethro's BBQ n' LakeHouse,"1425 SW Vintage Pkwy, Ankeny, IA 50023, United States",ChIJJx569SiF7ocReWLZ-Dt3bh8,restaurant,"Ankeny, IA"
36th Street Tavern,"1300 NW 36th St Suite 101, Ankeny, IA 50023, United States",ChIJQcc7lN2F7ocREcC2wyFzXLM,restaurant,"Ankeny, IA"
Fun Chinese Cuisine,"1875 N Ankeny Blvd Suite 104, Ankeny, IA 50023, United States",ChIJZ12X2mGF7ocRHxwEqGysTtQ,restaurant,"Ankeny, IA"
Grimaldi’s Pizzeria,"1450 SW Vintage Pkwy #120, Ankeny, IA 50023, United States",ChIJx7Q8QRiF7ocRmcDEFlXEwrQ,restaurant,"Ankeny, IA"
Flavory Bistro,"Located in the District at Prairie Trail, 1450 SW Main St, Ankeny, IA 50023, United States",ChIJL7-O8SiF7ocRMA_tzHsD6nA,restaurant,"Ankeny, IA"
Red Chillez Indian Cuisine,"1701 SE Delaware Ave Suite 300, Ankeny, IA 50021, United States",ChIJf0NCEgqP7ocRBExH0V55e7Y,restaurant,"Ankeny, IA"
The Urban Grill,"3651 86th St, Urbandale, IA 50322, United States",ChIJOWSvp_ud7ocRQsYvSsEVhEY,restaurant,"Urbandale, IA"
Machine Shed Restaurant Urbandale,"11151 Hickman Rd, Urbandale, IA 50322, United States",ChIJu3g3780g7IcRAh5YCRRtqsw,restaurant,"Urbandale, IA"
Tito's Lounge,"3916 NW Urbandale Dr, Urbandale, IA 50322, United States",ChIJAedRiIAn7IcRYQasOoGy9iA,restaurant,"Urbandale, IA"
Destination Grille,"2491 E 1st St, Grimes, IA 50111, United States",ChIJSa2xeacn7IcRyfaJmrO-_H8,restaurant,"Urbandale, IA"
Wasabi Urbandale,"2301 Rocklyn Dr, Urbandale, IA 50322, United States",ChIJHR1kj0mf7ocR2YyNjFmWO64,restaurant,"Urbandale, IA"
Urbandale Clubhouse And Restaurant,"4022-4098 NW 86th St, Urbandale, IA 50322, United States",ChIJ_4qqIvGd7ocRt1Ikp3Yhg1w,restaurant,"Urbandale, IA"
100th St. Corner Cafe,"3017 100th St, Urbandale, IA 50322, United States",ChIJXYBJsE0n7IcRqnjugbqPPfU,restaurant,"Urbandale, IA"
Blue Shark Ale House,"3701 NW 86th St, Urbandale, IA 50322, United States",ChIJRVJcXCid7ocRSyzWECVxuKA,restaurant,"Urbandale, IA"
Firebirds Wood Fired Grill,"440 S 68th St, West Des Moines, IA 50266, United States",ChIJT7TbVbkh7IcRsazXDq9VKOE,restaurant,"Urbandale, IA"
Trostel's Greenbriar,"5810 Merle Hay Rd, Johnston, IA 50131, United States",ChIJs_NdVfmc7ocR7ZxXuuLi5TE,restaurant,"Urbandale, IA"
MinGaLaBar Burmese Kitchen,"8134 Douglas Ave, Urbandale, IA 50322, United States",ChIJSd2G8dKd7ocRb-Gzml-hxTE,restaurant,"Urbandale, IA"
Aura Restaurant & Lounge,"12851 University Ave #400, Clive, IA 50325, United States",ChIJdZIrqfch7IcRkbIJ13cm8T8,restaurant,"Urbandale, IA"
Cosi Cucina Italian Grill,"1975 NW 86th St, Clive, IA 50325, United States",ChIJxwgkKwWe7ocRN-vhgvwhnu4,restaurant,"Urbandale, IA"
Cancun Grill And Cantina,"3855 121st St, Urbandale, IA 50323, United States",ChIJ-2gquycn7IcRw8OPIM0fRms,restaurant,"Urbandale, IA"
Roots95,"8705 Chambery Blvd #700, Johnston, IA 50131, United States",ChIJDQ-HEACd7ocRvhX_htqSnc4,restaurant,"Urbandale, IA"
Istanbul Grill Cafe & Bakery,"3281 100th St, Urbandale, IA 50322, United States",ChIJHfB2mGgn7IcRSOsOutKrRJ0,restaurant,"Urbandale, IA"
Tullpa Restaurant,"3708 Merle Hay Rd, Des Moines, IA 50310, United States",ChIJxRJIqvyd7ocRlS4KKZv69hc,restaurant,"Urbandale, IA"
Simon's,"5800 Franklin Ave, Des Moines, IA 50322, United States",ChIJSWwTcrUg7IcRpXXC0pKGpVw,restaurant,"Urbandale, IA"
Waterfront Seafood Market,"2900 University Ave, West Des Moines, IA 50266, United States",ChIJNzLC4J8g7IcRdQZu3xDGEnI,restaurant,"Urbandale, IA"
Hungry Boyz,"3070 100th St, Urbandale, IA 50322, United States",ChIJ76zUs00n7IcRdDwdqwXL_JM,restaurant,"Urbandale, IA"
Cosi Cucina Italian Grill,"1975 NW 86th St, Clive, IA 50325, United States",ChIJxwgkKwWe7ocRN-vhgvwhnu4,restaurant,"Clive, IA"
Club Car Restaurant & Lounge- Clive,"13435 University Ave #200, Clive, IA 50325, United States",ChIJbedldD8h7IcR1XD1hxyuMrg,restaurant,"Clive, IA"
Aura Restaurant & Lounge,"12851 University Ave #400, Clive, IA 50325, United States",ChIJdZIrqfch7IcRkbIJ13cm8T8,restaurant,"Clive, IA"
"Cooper’s Hawk Winery & Restaurants- Clive, IA","12801 University Ave, Clive, IA 50325, United States",ChIJQxv4QUsh7IcRHIrZ0UGdC0Y,restaurant,"Clive, IA"
Cool Basil Clive,"1250 86th St, Clive, IA 50325, United States",ChIJXSj3HR-e7ocROxQCeLDHJLo,restaurant,"Clive, IA"
The Other Place Clive,"12401 University Ave, Clive, IA 50325, United States",ChIJVQjCjyEh7IcRdb7xQ620wLM,restaurant,"Clive, IA"
John & Nick's Steak & Prime Rib Inc,"15970 Hickman Rd, Clive, IA 50325, United States",ChIJm2qTVPYj7IcRLPt4UTFYXFw,restaurant,"Clive, IA"
Firebirds Wood Fired Grill,"440 S 68th St, West Des Moines, IA 50266, United States",ChIJT7TbVbkh7IcRsazXDq9VKOE,restaurant,"Clive, IA"
Izumi Sushi & Hibachi All You Can Eat,"1301 NW 114th St, Clive, IA 50325, United States",ChIJzQ5Bsj0h7IcReNVtldq1QWA,restaurant,"Clive, IA"
Early Bird West Des Moines,"9250 University Ave Unit 107, West Des Moines, IA 50266, United States",ChIJEwTN29kj7IcRA2CbjXNVwN0,restaurant,"Clive, IA"
El Rodeo,"1310 NW 118th St, Clive, IA 50325, United States",ChIJQdio8N4g7IcRkhA-KnrZ3u4,restaurant,"Clive, IA"
Pally's Bar and Grille,"1800 NW 86th St, Clive, IA 50325, United States",ChIJ84Cfs3Of7ocRr-dlaNPfCyA,restaurant,"Clive, IA"
The Bistro - Eat. Drink. Connect.®,"1520 NW 114th St, Clive, IA 50325, United States",ChIJr3GNoNwg7IcR0CJ9TYv7DdQ,restaurant,"Clive, IA"
Mi Mexico Restaurant,"11407 Forest Ave, Clive, IA 50325, United States",ChIJJaHUGMMg7IcRgNyzymJpVSM,restaurant,"Clive, IA"
The Urban Grill,"3651 86th St, Urbandale, IA 50322, United States",ChIJOWSvp_ud7ocRQsYvSsEVhEY,restaurant,"Clive, IA"
Amruth Indian Grill,"9974 Swanson Blvd, Clive, IA 50325, United States",ChIJGc-krJIh7IcR9-TgtO3KGpM,restaurant,"Clive, IA"
Nick's Bar & Grill,"9769 University Ave, Clive, IA 50325, United States",ChIJ7VYRo6Ig7IcRivwcyiDhlfo,restaurant,"Clive, IA"
Monterrey - Méxican Restaurant,"8801 University Ave Suite 27, Clive, IA 50325, United States",ChIJXSj3HR-e7ocRmHJj3tdP_Ek,restaurant,"Clive, IA"
Cooper's on 5th,"227 5th St, West Des Moines, IA 50265, United States",ChIJw8P1T6-f7ocRXHYZbHoVhnw,restaurant,"Clive, IA"
Capriotti's Sandwich Shop,"13101 University Ave, Clive, IA 50325, United States",ChIJUTw8kSUh7IcRqirOuXwTfL0,restaurant,"Clive, IA"
Flip’N Jacks Pancake House & Eatery,"3221 Adventureland Dr, Altoona, IA 50009, United States",ChIJZb97PwCT7ocR6v8VQJpY0lE,restaurant,"Altoona, IA"
The Big Steer Restaurant and Lounge,"1715 Adventureland Dr, Altoona, IA 50009, United States",ChIJP2EkvciT7ocRfRxWQvmNQ2o,restaurant,"Altoona, IA"
Brick & Ivy Rooftop,"400 34th Ave SW, Altoona, IA 50009, United States",ChIJ3SBv7BaR7ocRoYJ_V4prDsk,restaurant,"Altoona, IA"
Johnny's Italian Steakhouse,"550 Bass Pro Dr NW, Altoona, IA 50009, United States",ChIJ4XtRGHKR7ocRi8SJH7pmh1s,restaurant,"Altoona, IA"
Burger Shed Restaurant Altoona,"500 Bass Pro Dr NW, Altoona, IA 50009, United States",ChIJGQcH1PaR7ocRQ5a8oo978SU,restaurant,"Altoona, IA"
Casa Agave Mexican Cuisine,"3131 8th St SW, Altoona, IA 50009, United States",ChIJ7V6cPRaT7ocRA1ByeZXI2i0,restaurant,"Altoona, IA"
Fireside Grille,"523 8th St SE, Altoona, IA 50009, United States",ChIJIWOG_XWT7ocRrE2HfmSdqTg,restaurant,"Altoona, IA"
Jethro's BBQ,"2601 Adventureland Dr, Altoona, IA 50009, United States",ChIJrcO8ldCT7ocRK3EF_ymzCj8,restaurant,"Altoona, IA"
Texas Roadhouse,"2363 Adventureland Dr, Altoona, IA 50009, United States",ChIJZVYJ9fWT7ocRLuWQxPB3Vi8,restaurant,"Altoona, IA"
AJ's Steakhouse,"1 Prairie Meadows Dr, Altoona, IA 50009, United States",ChIJY6ow7sST7ocRHvqQ3V1wY5A,restaurant,"Altoona, IA"
Charlotte's Kitchen,"109 8th St SE, Altoona, IA 50009, United States",ChIJI66NOUqT7ocRbH3yMwLp91Q,restaurant,"Altoona, IA"
Sugar Shack Diner,"550 36th Ave SW Suite J, Altoona, IA 50009, United States",ChIJzWNVqJ6T7ocRjaM2BQLJ6Zg,restaurant,"Altoona, IA"
Cafe at the Meadows,"1 Prairie Meadows Dr, Altoona, IA 50009, United States",ChIJlT4SB7uT7ocRBg1OnWO6_i8,restaurant,"Altoona, IA"
Spectators Sports Bar & Grill,"3200 Adventureland Dr, Altoona, IA 50009, United States",ChIJ6UOAHdqT7ocRKlt7CPcLpgw,restaurant,"Altoona, IA"
Monterrey Mexican Restaurant,"550 36th Ave SW, Altoona, IA 50009, United States",ChIJa-oEll2R7ocRmelE_gKYee8,restaurant,"Altoona, IA"
Guadalajara,"3215 Adventureland Dr, Altoona, IA 50009, United States",ChIJ9eeLjw2T7ocRb_spozQF4i0,restaurant,"Altoona, IA"
Hawk Heaven Tavern,"805 17th Ave SW, Altoona, IA 50009, United States",ChIJYZTT5N2T7ocRxfBsCgsj57k,restaurant,"Altoona, IA"
Perkins American Food Co.,"2621 Adventureland Dr, Altoona, IA 50009, United States",ChIJndI53dCT7ocREnUDygUhnyw,restaurant,"Altoona, IA"
Thai Basil Altoona,"550 36th Ave SW Suite J, Altoona, IA 50009, United States",ChIJa-oEll2R7ocRSQzhhoYBr2E,restaurant,"Altoona, IA"
Sam's Sports Bar & Grill,"3160 8th St SW Suite P, Altoona, IA 50009, United States",ChIJGy22T1-R7ocRi4cBX1sDAYU,restaurant,"Altoona, IA"
Roots95,"8705 Chambery Blvd #700, Johnston, IA 50131, United States",ChIJDQ-HEACd7ocRvhX_htqSnc4,restaurant,"Johnston, IA"
Charlotte's Kitchen,"6150 Merle Hay Rd, Johnston, IA 50131, United States",ChIJzVjwPRid7ocRHrq1iszHTPU,restaurant,"Johnston, IA"
Pico De Gallo,"6110 NW 86th St, Johnston, IA 50131, United States",ChIJ0aFIdL-d7ocRu_JGFSBh18k,restaurant,"Johnston, IA"
Cajun Belle,"5460 Merle Hay Rd Suite A, Johnston, IA 50131, United States",ChIJYbiOwiOd7ocRWjzYVSMNT8I,restaurant,"Johnston, IA"
Trostel's Greenbriar,"5810 Merle Hay Rd, Johnston, IA 50131, United States",ChIJs_NdVfmc7ocR7ZxXuuLi5TE,restaurant,"Johnston, IA"
Destination Grille,"2491 E 1st St, Grimes, IA 50111, United States",ChIJSa2xeacn7IcRyfaJmrO-_H8,restaurant,"Johnston, IA"
Backpocket Pin and Pixel,"6205 Merle Hay Rd Suite 100, Johnston, IA 50131, United States",ChIJzRGxUkCd7ocRZlXOcMrcmw4,restaurant,"Johnston, IA"
Flame The Taqueria,"5765 Merle Hay Rd, Johnston, IA 50131, United States",ChIJKaaMSj6d7ocRHcuoZTXDPXg,restaurant,"Johnston, IA"
Cozy Café Johnston,"8385 Birchwood Ct, Johnston, IA 50131, United States",ChIJla6BtISd7ocRoIEcX6SUEZs,restaurant,"Johnston, IA"
Tito's Lounge,"3916 NW Urbandale Dr, Urbandale, IA 50322, United States",ChIJAedRiIAn7IcRYQasOoGy9iA,restaurant,"Johnston, IA"
EL MARIACHI,"5825 Merle Hay Rd, Johnston, IA 50131, United States",ChIJ9yFvUfmc7ocRcQ-JShIO0qo,restaurant,"Johnston, IA"
1908 Draught House,"8789 Northpark Dr, Johnston, IA 50131, United States",ChIJP_uTVoGd7ocRH82pmT4Yz1Y,restaurant,"Johnston, IA"
ShortE's BBQ,"8805 Chambery Blvd #250, Johnston, IA 50131, United States",ChIJVYTNU3-d7ocRWTCudjtBCdY,restaurant,"Johnston, IA"
Cactus Bob's BBQ Corral,"5955 Merle Hay Rd, Johnston, IA 50131, United States",ChIJfwDXhPuc7ocRmQ1_mZavD5Y,restaurant,"Johnston, IA"
Texas Roadhouse,"8744 Northpark Dr, Johnston, IA 50131, United States",ChIJ34Horoad7ocR2hkx9Hx7YVs,restaurant,"Johnston, IA"
Marino's Italian Restaurant,"5775 Merle Hay Rd, Johnston, IA 50131, United States",ChIJ6Sf3R5ee7ocRFCKr6_LsADU,restaurant,"Johnston, IA"
Lynn's On Merle Hay,"6014 NW 59th Ct, Johnston, IA 50131, United States",ChIJ8_KVvPyc7ocRWKPWZWdKWY8,restaurant,"Johnston, IA"
Wasabi Johnston,"8481 Birchwood Ct, Johnston, IA 50131, United States",ChIJiYTAkL-d7ocRqReY-DTCaCk,restaurant,"Johnston, IA"
De Rice,"8430 Birchwood Ct, Johnston, IA 50131, United States",ChIJQTKflJyd7ocRU4ONYBv6Jnc,restaurant,"Johnston, IA"
Bennigan's On Merle Hay,"4800 Merle Hay Rd, Urbandale, IA 50322, United States",ChIJ5ecbTUyc7ocR4IKSJtvZQ2w,restaurant,"Johnston, IA"
Merll's Pub & Patio,"788 W Hickman Rd, Waukee, IA 50263, United States",ChIJF-YMMmsj7IcR4dwqrMH3A7o,restaurant,"Waukee, IA"
85 Bar West,"432 E Hickman Rd, Waukee, IA 50263, United States",ChIJK4CxAI4j7IcRElj4y1Hr5Ak,restaurant,"Waukee, IA"
Hawaiian Bros Island Grill,"1005 SE Alice's Rd, Waukee, IA 50263, United States",ChIJCy7b9Uoj7IcRHutYrIi91fY,restaurant,"Waukee, IA"
Central Standard Craft Beer & Burgers,"1222 SE University Ave, Waukee, IA 50263, United States",ChIJ4fE68msj7IcR11IQw9boXWw,restaurant,"Waukee, IA"
Gastro Grub & Pub,"1378 E Hickman Rd, Waukee, IA 50263, United States",ChIJnSOI2Ioj7IcROKK7ilz49XQ,restaurant,"Waukee, IA"
Guadalajara Mexican Restaurant,"185 W Hickman Rd, Waukee, IA 50263, United States",ChIJw1brDQAj7IcRjBXKOxKodEs,restaurant,"Waukee, IA"
Rube's Steakhouse - Waukee,"3309 Ute Ave, Waukee, IA 50263, United States",ChIJeyndxusi7IcRxSegUDR1p2o,restaurant,"Waukee, IA"
LT Organic Farm Restaurant,"32513 Ute Ave, Waukee, IA 50263, United States",ChIJ8bMDH-Qi7IcR-j5BzWVtV-Q,restaurant,"Waukee, IA"
Blue Agave Street Tacos and Margaritas,"9500 SE University Ave Suite 2108, Waukee, IA 50263, United States",ChIJ3SVlA0cj7IcRRnAW9N0U3oM,restaurant,"Waukee, IA"
El Guacamole Patio & Cantina,"752 W Hickman Rd, Waukee, IA 50263, United States",ChIJx006TAAj7IcRx_pxwc-SuPY,restaurant,"Waukee, IA"
Scornovacca's Waukee,"286 W Hickman Rd, Waukee, IA 50263, United States",ChIJxc9EYtIj7IcRtjXl7Xuf_zo,restaurant,"Waukee, IA"
Chikin Lickin,"1196 SE University Ave, Waukee, IA 50263, United States",ChIJayo9xlAj7IcR97niA-9XFM4,restaurant,"Waukee, IA"
Kue'd Smokehouse,"245 E Hickman Rd, Waukee, IA 50263, United States",ChIJq_0g5n8j7IcRNR9PuFbrwrY,restaurant,"Waukee, IA"
Mickey's Irish Pub Waukee,"50 SE Laurel St, Waukee, IA 50263, United States",ChIJgUUBiX4j7IcRpZeg8R7QuwY,restaurant,"Waukee, IA"
Aura Restaurant & Lounge,"12851 University Ave #400, Clive, IA 50325, United States",ChIJdZIrqfch7IcRkbIJ13cm8T8,restaurant,"Waukee, IA"
Saints Pub + Patio Waukee,"87 NE Carefree Ln, Waukee, IA 50263, United States",ChIJ4xML0H8j7IcRli-x_CUdGbk,restaurant,"Waukee, IA"
Rick's Café Americain,"200 NE Westgate Dr, Waukee, IA 50263, United States",ChIJ4TegHAAl7IcRoa0SsQvOMz0,restaurant,"Waukee, IA"
Freddy's Frozen Custard & Steakburgers,"440 SE Alice's Rd, Waukee, IA 50263, United States",ChIJ42uiAAAj7IcR-vqfPFlXtfo,restaurant,"Waukee, IA"
"Cooper’s Hawk Winery & Restaurants- Clive, IA","12801 University Ave, Clive, IA 50325, United States",ChIJQxv4QUsh7IcRHIrZ0UGdC0Y,restaurant,"Waukee, IA"
Indian Tadka,"280 W W Hickman Rd, Waukee, IA 50263, United States",ChIJEZy5bocj7IcRZFpso9sWwzg,restaurant,"Waukee, IA"
La Mie Bakery,"841 42nd St, Des Moines, IA 50312, United States",ChIJOZdnax2Z7ocRD_t8wb4Ym1Q,bakery,"Des Moines, IA"
ChaCha’s Hiland Bakery,"3615 6th Ave, Des Moines, IA 50313, United States",ChIJZZnrYtSb7ocRHa6JjWQ0nTc,bakery,"Des Moines, IA"
Nadia's French Bakery,"2705 Grand Ave, Des Moines, IA 50312, United States",ChIJT8leDJmT7ocRlamMQ8MtNH0,bakery,"Des Moines, IA"
Crème,"543 28th St, Des Moines, IA 50312, United States",ChIJ04Tz-yiZ7ocRggMvQusIlSc,bakery,"Des Moines, IA"
The Bake Shoppe,"6611 University Ave #102, Windsor Heights, IA 50324, United States",ChIJcWxukV2e7ocRidHFGOSZt4k,bakery,"Des Moines, IA"
Scenic Route Bakery,"350 E Locust St Ste 104, Des Moines, IA 50309, United States",ChIJ-cf-362Z7ocRYfzYgkRpEAQ,bakery,"Des Moines, IA"
Cinnaholic,"505 E Grand Ave Suite 101, Des Moines, IA 50309, United States",ChIJkS2mMB6Z7ocRKvca3qVq0kw,bakery,"Des Moines, IA"
Thistle's Summit,"340 SW 5th St #122, Des Moines, IA 50309, United States",ChIJ-7k7-7uJ5IcRZtGBCQisM1Q,bakery,"Des Moines, IA"
Molly's Cupcakes,"215 E 3rd St, Des Moines, IA 50309, United States",ChIJizJcoq2Z7ocRKznXsjrgdCE,bakery,"Des Moines, IA"
